Timestamp,Flow (SLPM),Total Flow (NCM),Temperature (°C),Battery
2025-09-27 10:19:10,9.03,0.009,25.0,100% (Good)
2025-09-27 10:19:11,14.67,0.024,25.0,100% (Good)
2025-09-27 10:19:12,19.41,0.043,25.0,100% (Good)
2025-09-27 10:19:13,4.91,0.048,25.0,100% (Good)
2025-09-27 10:19:14,10.02,0.058,25.0,100% (Good)
2025-09-27 10:19:15,10.94,0.069,21.2,100% (Good)
2025-09-27 10:19:16,19.24,0.088,21.2,100% (Good)
2025-09-27 10:19:17,14.68,0.103,21.2,100% (Good)
2025-09-27 10:19:18,13.53,0.116,21.2,100% (Good)
2025-09-27 10:19:19,15.06,0.131,21.2,100% (Good)
2025-09-27 10:19:20,11.83,0.143,28.8,100% (Good)
2025-09-27 10:19:21,16.54,0.160,28.8,100% (Good)
2025-09-27 10:19:22,2.08,0.162,28.8,100% (Good)
2025-09-27 10:19:23,3.55,0.165,28.8,100% (Good)
2025-09-27 10:19:24,15.68,0.181,28.8,100% (Good)
2025-09-27 10:19:25,11.95,0.193,27.0,100% (Good)
2025-09-27 10:19:26,16.79,0.210,27.0,100% (Good)
2025-09-27 10:19:27,8.62,0.219,27.0,100% (Good)
2025-09-27 10:19:28,9.31,0.228,27.0,100% (Good)
2025-09-27 10:19:30,17.10,0.245,27.0,100% (Good)
2025-09-27 10:19:31,16.60,0.262,29.7,100% (Good)
2025-09-27 10:19:32,15.65,0.277,29.7,100% (Good)
2025-09-27 10:19:33,10.97,0.288,29.7,100% (Good)
2025-09-27 10:19:34,19.07,0.307,29.7,100% (Good)
2025-09-27 10:19:35,6.90,0.314,29.7,100% (Good)
2025-09-27 10:19:36,19.33,0.333,20.2,100% (Good)
2025-09-27 10:19:37,13.96,0.347,20.2,100% (Good)
2025-09-27 10:19:38,10.39,0.358,20.2,100% (Good)
2025-09-27 10:19:39,9.92,0.368,20.2,100% (Good)
2025-09-27 10:19:40,2.45,0.370,20.2,100% (Good)
2025-09-27 10:19:41,2.77,0.373,26.7,100% (Good)
2025-09-27 10:19:42,19.88,0.393,26.7,100% (Good)
2025-09-27 10:19:43,4.91,0.398,26.7,100% (Good)
2025-09-27 10:19:44,12.46,0.410,26.7,100% (Good)
2025-09-27 10:19:45,13.84,0.424,26.7,100% (Good)
2025-09-27 10:19:46,16.20,0.440,24.9,100% (Good)
2025-09-27 10:19:47,0.96,0.441,24.9,100% (Good)
2025-09-27 10:19:48,3.48,0.445,24.9,100% (Good)
2025-09-27 10:19:49,11.97,0.457,24.9,100% (Good)
2025-09-27 10:19:50,6.76,0.463,24.9,100% (Good)
2025-09-27 10:19:51,14.19,0.478,22.0,100% (Good)
2025-09-27 10:19:52,6.35,0.484,22.0,100% (Good)
2025-09-27 10:19:53,15.50,0.499,22.0,100% (Good)
2025-09-27 10:19:54,18.04,0.517,22.0,100% (Good)
2025-09-27 10:19:55,18.00,0.535,22.0,100% (Good)
2025-09-27 10:19:56,19.76,0.555,28.0,100% (Good)
2025-09-27 10:19:57,0.69,0.556,28.0,100% (Good)
2025-09-27 10:19:58,10.67,0.567,28.0,100% (Good)
2025-09-27 10:19:59,1.19,0.568,28.0,100% (Good)
2025-09-27 10:20:00,6.56,0.574,28.0,100% (Good)
2025-09-27 10:20:01,11.60,0.586,26.5,100% (Good)
2025-09-27 10:20:02,19.09,0.605,26.5,100% (Good)
2025-09-27 10:20:03,6.88,0.612,26.5,100% (Good)
2025-09-27 10:20:04,18.01,0.630,26.5,100% (Good)
2025-09-27 10:20:05,13.93,0.644,26.5,100% (Good)
2025-09-27 10:20:06,13.37,0.657,23.5,100% (Good)
2025-09-27 10:20:07,12.96,0.670,23.5,100% (Good)
2025-09-27 10:20:08,6.73,0.677,23.5,100% (Good)
2025-09-27 10:20:09,17.87,0.695,23.5,100% (Good)
2025-09-27 10:20:10,8.28,0.703,23.5,100% (Good)
2025-09-27 10:20:11,1.87,0.705,27.0,100% (Good)
2025-09-27 10:20:12,12.54,0.717,27.0,100% (Good)
2025-09-27 10:20:13,4.07,0.722,27.0,100% (Good)
2025-09-27 10:20:14,16.55,0.738,27.0,100% (Good)
2025-09-27 10:20:15,19.89,0.758,27.0,100% (Good)
2025-09-27 10:20:16,16.49,0.774,25.7,100% (Good)
2025-09-27 10:20:17,4.46,0.779,25.7,100% (Good)
2025-09-27 10:20:18,5.57,0.785,25.7,100% (Good)
2025-09-27 10:20:19,14.23,0.799,25.7,100% (Good)
2025-09-27 10:20:20,6.36,0.805,25.7,100% (Good)
2025-09-27 10:20:21,5.31,0.810,21.3,100% (Good)
2025-09-27 10:20:22,18.06,0.828,21.3,100% (Good)
2025-09-27 10:20:23,2.29,0.831,21.3,100% (Good)
2025-09-27 10:20:24,5.67,0.836,21.3,100% (Good)
2025-09-27 10:20:25,4.37,0.841,21.3,100% (Good)
2025-09-27 10:20:26,14.23,0.855,27.2,100% (Good)
2025-09-27 10:20:27,5.61,0.861,27.2,100% (Good)
2025-09-27 10:20:28,11.65,0.872,27.2,100% (Good)
2025-09-27 10:20:29,4.75,0.877,27.2,100% (Good)
2025-09-27 10:20:30,15.42,0.892,27.2,100% (Good)
2025-09-27 10:20:31,7.93,0.900,27.8,100% (Good)
2025-09-27 10:20:32,8.49,0.909,27.8,100% (Good)
2025-09-27 10:20:33,1.30,0.910,27.8,100% (Good)
2025-09-27 10:20:34,1.11,0.911,27.8,100% (Good)
2025-09-27 10:20:35,18.82,0.930,27.8,100% (Good)
2025-09-27 10:20:36,2.21,0.932,21.9,100% (Good)
2025-09-27 10:20:37,9.56,0.942,21.9,100% (Good)
2025-09-27 10:20:38,16.59,0.958,21.9,100% (Good)
2025-09-27 10:20:39,9.54,0.968,21.9,100% (Good)
2025-09-27 10:20:40,16.81,0.985,21.9,100% (Good)
2025-09-27 10:20:41,15.79,1.001,29.3,100% (Good)
2025-09-27 10:20:42,3.10,1.004,29.3,100% (Good)
2025-09-27 10:20:43,5.02,1.009,29.3,100% (Good)
2025-09-27 10:20:44,4.38,1.013,29.3,100% (Good)
2025-09-27 10:20:45,16.53,1.030,29.3,100% (Good)
2025-09-27 10:20:46,16.63,1.046,22.7,100% (Good)
2025-09-27 10:20:47,16.03,1.062,22.7,100% (Good)
2025-09-27 10:20:48,10.86,1.073,22.7,100% (Good)
2025-09-27 10:20:49,4.52,1.078,22.7,100% (Good)
2025-09-27 10:20:50,8.52,1.086,22.7,100% (Good)
2025-09-27 10:20:51,13.64,1.100,25.4,100% (Good)
2025-09-27 10:20:52,4.22,1.104,25.4,100% (Good)
2025-09-27 10:20:53,5.73,1.110,25.4,100% (Good)
2025-09-27 10:20:54,17.47,1.127,25.4,100% (Good)
2025-09-27 10:20:55,4.68,1.132,25.4,100% (Good)
2025-09-27 10:20:57,0.59,1.133,25.5,100% (Good)
2025-09-27 10:20:58,19.33,1.152,25.5,100% (Good)
2025-09-27 11:13:33,3.14,0.003,25.0,100% (Good)
2025-09-27 11:13:34,3.07,0.006,25.0,100% (Good)
2025-09-27 11:13:35,19.85,0.026,25.0,100% (Good)
2025-09-27 11:13:36,14.52,0.041,25.0,100% (Good)
2025-09-27 11:13:37,8.31,0.049,25.0,100% (Good)
2025-09-27 11:13:38,17.52,0.066,29.2,100% (Good)
2025-09-27 11:13:39,4.90,0.071,29.2,100% (Good)
2025-09-27 11:13:40,12.02,0.083,29.2,100% (Good)
2025-09-27 11:13:41,4.62,0.088,29.2,100% (Good)
2025-09-27 11:13:42,16.57,0.105,29.2,100% (Good)
2025-09-27 11:13:43,0.81,0.105,23.2,100% (Good)
2025-09-27 11:13:44,0.75,0.106,23.2,100% (Good)
2025-09-27 11:13:45,16.49,0.123,23.2,100% (Good)
2025-09-27 11:13:46,11.91,0.134,23.2,100% (Good)
2025-09-27 11:13:47,13.09,0.148,23.2,100% (Good)
2025-09-27 11:13:48,13.67,0.161,22.5,100% (Good)
2025-09-27 11:13:49,3.13,0.164,22.5,100% (Good)
2025-09-27 11:13:50,17.09,0.181,22.5,100% (Good)
2025-09-27 11:13:51,6.12,0.188,22.5,100% (Good)
2025-09-27 11:13:52,11.17,0.199,22.5,100% (Good)
2025-09-27 11:13:53,8.14,0.207,23.8,100% (Good)
2025-09-27 11:13:54,13.92,0.221,23.8,100% (Good)
2025-09-27 11:13:55,9.73,0.231,23.8,100% (Good)
2025-09-27 11:13:56,16.09,0.247,23.8,100% (Good)
2025-09-27 11:13:57,11.56,0.258,23.8,100% (Good)
2025-09-27 11:13:58,17.11,0.275,21.5,100% (Good)
2025-09-27 11:13:59,8.24,0.284,21.5,100% (Good)
2025-09-27 11:14:00,2.98,0.287,21.5,100% (Good)
2025-09-27 11:14:01,5.51,0.292,21.5,100% (Good)
2025-09-27 11:14:02,3.93,0.296,21.5,100% (Good)
2025-09-27 11:14:03,2.39,0.298,23.1,100% (Good)
2025-09-27 11:14:04,0.56,0.299,23.1,100% (Good)
2025-09-27 11:14:05,11.41,0.310,23.1,100% (Good)
2025-09-27 11:14:06,6.68,0.317,23.1,100% (Good)
