Timestamp,Flow (SLPM),Total Flow (NCM),Temperature (°C),Battery
2025-09-25 08:31:47,16.20,0.016,25.0,100% (Good)
2025-09-25 08:31:48,10.20,0.026,25.0,100% (Good)
2025-09-25 08:31:49,11.89,0.038,25.0,100% (Good)
2025-09-25 08:31:50,14.66,0.053,25.0,100% (Good)
2025-09-25 08:31:51,2.44,0.055,25.0,100% (Good)
2025-09-25 08:31:52,14.93,0.070,27.7,100% (Good)
2025-09-25 08:31:53,15.56,0.086,27.7,100% (Good)
2025-09-25 08:31:54,0.61,0.086,27.7,100% (Good)
2025-09-25 08:31:55,15.65,0.102,27.7,100% (Good)
2025-09-25 08:31:56,8.81,0.111,27.7,100% (Good)
2025-09-25 08:31:57,7.17,0.118,26.4,100% (Good)
2025-09-25 08:31:58,9.02,0.127,26.4,100% (Good)
2025-09-25 08:31:59,8.17,0.135,26.4,100% (Good)
2025-09-25 08:32:00,7.49,0.143,26.4,100% (Good)
2025-09-25 08:32:01,13.18,0.156,26.4,100% (Good)
2025-09-25 08:32:02,4.88,0.161,21.4,100% (Good)
2025-09-25 08:32:03,4.76,0.166,21.4,100% (Good)
2025-09-25 08:32:04,10.46,0.176,21.4,100% (Good)
2025-09-25 08:32:05,4.87,0.181,21.4,100% (Good)
2025-09-25 08:32:06,9.74,0.191,21.4,100% (Good)
2025-09-25 08:32:07,19.32,0.210,24.9,100% (Good)
2025-09-25 08:32:08,17.17,0.227,24.9,100% (Good)
2025-09-25 08:32:09,6.60,0.234,24.9,100% (Good)
2025-09-25 08:32:10,16.98,0.251,24.9,100% (Good)
2025-09-25 08:32:11,1.63,0.252,24.9,100% (Good)
2025-09-25 08:32:12,2.17,0.255,23.1,100% (Good)
2025-09-25 08:32:13,13.08,0.268,23.1,100% (Good)
2025-09-25 08:32:14,14.41,0.282,23.1,100% (Good)
2025-09-25 08:32:15,17.26,0.299,23.1,100% (Good)
2025-09-25 08:32:16,17.46,0.317,23.1,100% (Good)
2025-09-25 08:32:17,1.53,0.318,26.4,100% (Good)
2025-09-25 08:32:18,1.89,0.320,26.4,100% (Good)
2025-09-25 08:32:19,15.92,0.336,26.4,100% (Good)
2025-09-25 08:32:20,18.54,0.355,26.4,100% (Good)
2025-09-25 08:32:21,13.60,0.368,26.4,100% (Good)
2025-09-25 08:32:22,12.61,0.381,21.0,100% (Good)
2025-09-25 08:32:23,7.13,0.388,21.0,100% (Good)
2025-09-25 08:32:24,5.29,0.393,21.0,100% (Good)
2025-09-25 08:32:25,15.81,0.409,21.0,100% (Good)
2025-09-25 08:32:26,7.19,0.416,21.0,100% (Good)
2025-09-25 08:32:27,13.53,0.430,28.5,100% (Good)
2025-09-25 08:32:28,12.56,0.442,28.5,100% (Good)
2025-09-25 08:32:29,6.00,0.448,28.5,100% (Good)
2025-09-25 08:32:30,18.91,0.467,28.5,100% (Good)
2025-09-25 08:32:31,15.05,0.482,28.5,100% (Good)
2025-09-25 08:32:32,16.74,0.499,25.9,100% (Good)
2025-09-25 08:32:33,6.16,0.505,25.9,100% (Good)
2025-09-25 08:32:34,16.69,0.522,25.9,100% (Good)
2025-09-25 08:32:35,16.62,0.539,25.9,100% (Good)
2025-09-25 08:32:36,14.19,0.553,25.9,100% (Good)
2025-09-25 08:32:37,17.61,0.570,29.3,100% (Good)
2025-09-25 08:32:38,12.38,0.583,29.3,100% (Good)
2025-09-25 08:32:39,16.89,0.600,29.3,100% (Good)
2025-09-25 08:32:40,7.25,0.607,29.3,100% (Good)
2025-09-25 08:32:41,1.75,0.609,29.3,100% (Good)
2025-09-25 08:32:42,2.44,0.611,26.5,100% (Good)
2025-09-25 08:32:43,0.75,0.612,26.5,100% (Good)
2025-09-25 08:32:44,19.33,0.631,26.5,100% (Good)
2025-09-25 08:32:45,10.25,0.641,26.5,100% (Good)
2025-09-25 08:32:46,2.20,0.644,26.5,100% (Good)
2025-09-25 08:32:47,17.15,0.661,23.5,100% (Good)
2025-09-25 08:32:48,5.03,0.666,23.5,100% (Good)
2025-09-25 08:32:49,5.15,0.671,23.5,100% (Good)
2025-09-25 08:32:50,16.10,0.687,23.5,100% (Good)
2025-09-25 08:32:51,17.45,0.704,23.5,100% (Good)
2025-09-25 08:32:53,3.31,0.708,27.0,100% (Good)
2025-09-25 08:32:54,0.92,0.709,27.0,100% (Good)
2025-09-25 08:32:55,13.46,0.722,27.0,100% (Good)
2025-09-25 08:32:56,17.69,0.740,27.0,100% (Good)
2025-09-25 08:32:57,1.75,0.742,27.0,100% (Good)
2025-09-25 08:32:58,5.60,0.747,28.0,100% (Good)
2025-09-25 08:32:59,0.51,0.748,28.0,100% (Good)
2025-09-25 08:33:00,4.89,0.753,28.0,100% (Good)
2025-09-25 08:33:01,18.24,0.771,28.0,100% (Good)
2025-09-25 08:33:02,2.84,0.774,28.0,100% (Good)
2025-09-25 08:33:03,6.52,0.780,24.7,100% (Good)
2025-09-25 08:33:04,14.20,0.794,24.7,100% (Good)
2025-09-25 08:33:05,12.59,0.807,24.7,100% (Good)
2025-09-25 08:33:06,9.48,0.816,24.7,100% (Good)
2025-09-25 08:33:07,11.73,0.828,24.7,100% (Good)
2025-09-25 08:33:08,12.54,0.841,20.3,100% (Good)
2025-09-25 08:33:09,9.50,0.850,20.3,100% (Good)
2025-09-25 08:33:10,14.98,0.865,20.3,100% (Good)
2025-09-25 08:33:11,15.76,0.881,20.3,100% (Good)
2025-09-25 08:33:12,18.61,0.900,20.3,100% (Good)
2025-09-25 08:33:13,18.33,0.918,20.9,100% (Good)
2025-09-25 08:33:14,16.72,0.935,20.9,100% (Good)
2025-09-25 08:33:15,16.91,0.952,20.9,100% (Good)
2025-09-25 08:33:16,1.44,0.953,20.9,100% (Good)
2025-09-25 08:33:17,2.55,0.956,20.9,100% (Good)
2025-09-25 08:33:18,7.68,0.963,28.6,100% (Good)
2025-09-25 08:33:19,15.00,0.978,28.6,100% (Good)
2025-09-25 08:33:20,3.02,0.981,28.6,100% (Good)
2025-09-25 08:33:21,3.05,0.984,28.6,100% (Good)
2025-09-25 08:33:22,9.43,0.994,28.6,100% (Good)
2025-09-25 08:33:23,3.74,0.997,23.5,100% (Good)
2025-09-25 08:33:24,5.68,1.003,23.5,100% (Good)
2025-09-25 08:33:25,9.80,1.013,23.5,100% (Good)
2025-09-25 08:33:26,0.85,1.014,23.5,100% (Good)
2025-09-25 08:33:27,1.65,1.015,23.5,100% (Good)
2025-09-25 08:33:28,10.13,1.026,25.5,100% (Good)
2025-09-25 08:33:29,9.95,1.036,25.5,100% (Good)
2025-09-25 08:33:30,6.27,1.042,25.5,100% (Good)
2025-09-25 08:33:31,16.50,1.058,25.5,100% (Good)
2025-09-25 08:33:32,12.05,1.070,25.5,100% (Good)
2025-09-25 08:33:33,15.63,1.086,29.0,100% (Good)
2025-09-25 08:33:34,0.90,1.087,29.0,100% (Good)
2025-09-25 08:33:35,4.03,1.091,29.0,100% (Good)
2025-09-25 08:33:36,11.47,1.102,29.0,100% (Good)
2025-09-25 08:33:37,1.54,1.104,29.0,100% (Good)
2025-09-25 08:33:38,5.15,1.109,25.0,100% (Good)
2025-09-25 08:33:39,13.69,1.123,25.0,100% (Good)
2025-09-25 08:33:40,16.39,1.139,25.0,100% (Good)
2025-09-25 08:33:41,8.34,1.147,25.0,100% (Good)
2025-09-25 08:33:42,18.26,1.166,25.0,100% (Good)
2025-09-25 08:33:43,7.18,1.173,28.2,100% (Good)
2025-09-25 08:33:44,10.03,1.183,28.2,100% (Good)
2025-09-25 08:33:45,3.62,1.187,28.2,100% (Good)
2025-09-25 08:33:46,0.70,1.187,28.2,100% (Good)
2025-09-25 08:33:47,8.95,1.196,28.2,100% (Good)
2025-09-25 08:33:48,0.90,1.197,29.7,100% (Good)
2025-09-25 08:33:49,11.54,1.209,29.7,100% (Good)
2025-09-25 08:33:50,17.24,1.226,29.7,100% (Good)
2025-09-25 08:33:51,16.19,1.242,29.7,100% (Good)
2025-09-25 08:33:52,2.27,1.244,29.7,100% (Good)
2025-09-25 08:33:53,16.16,1.261,22.9,100% (Good)
2025-09-25 08:33:54,13.80,1.274,22.9,100% (Good)
2025-09-25 08:33:55,1.40,1.276,22.9,100% (Good)
2025-09-25 08:33:56,17.81,1.294,22.9,100% (Good)
2025-09-25 08:33:57,17.42,1.311,22.9,100% (Good)
2025-09-25 08:33:58,8.73,1.320,27.2,100% (Good)
2025-09-25 08:33:59,7.97,1.328,27.2,100% (Good)
2025-09-25 08:34:00,17.32,1.345,27.2,100% (Good)
2025-09-25 08:34:01,19.24,1.364,27.2,100% (Good)
2025-09-25 08:34:02,16.16,1.380,27.2,100% (Good)
2025-09-25 08:34:03,8.23,1.389,24.4,100% (Good)
2025-09-25 08:34:04,15.05,1.404,24.4,100% (Good)
2025-09-25 08:34:05,8.41,1.412,24.4,100% (Good)
2025-09-25 08:34:06,7.24,1.419,24.4,100% (Good)
2025-09-25 08:34:07,8.60,1.428,24.4,100% (Good)
2025-09-25 08:34:08,5.01,1.433,21.2,100% (Good)
2025-09-25 08:34:09,6.33,1.439,21.2,100% (Good)
2025-09-25 08:34:10,2.01,1.441,21.2,100% (Good)
2025-09-25 08:34:11,14.36,1.456,21.2,100% (Good)
2025-09-25 08:34:12,17.24,1.473,21.2,100% (Good)
2025-09-25 08:34:13,19.49,1.492,20.1,100% (Good)
2025-09-25 08:34:14,17.98,1.510,20.1,100% (Good)
2025-09-25 08:34:15,19.22,1.530,20.1,100% (Good)
2025-09-25 08:34:16,2.41,1.532,20.1,100% (Good)
2025-09-25 08:34:17,15.21,1.547,20.1,100% (Good)
2025-09-25 08:34:18,7.45,1.555,28.0,100% (Good)
2025-09-25 08:34:19,1.55,1.556,28.0,100% (Good)
2025-09-25 08:34:20,3.07,1.559,28.0,100% (Good)
2025-09-25 08:34:21,2.86,1.562,28.0,100% (Good)
2025-09-25 08:34:22,18.97,1.581,28.0,100% (Good)
2025-09-25 08:34:24,1.15,1.582,21.1,100% (Good)
2025-09-25 08:34:25,3.70,1.586,21.1,100% (Good)
2025-09-25 08:34:26,3.36,1.589,21.1,100% (Good)
2025-09-25 08:34:27,18.81,1.608,21.1,100% (Good)
2025-09-25 08:34:28,9.55,1.618,21.1,100% (Good)
2025-09-25 08:34:29,18.63,1.636,28.7,100% (Good)
2025-09-25 08:34:30,17.72,1.654,28.7,100% (Good)
2025-09-25 08:34:31,0.71,1.655,28.7,100% (Good)
2025-09-25 08:34:32,17.71,1.672,28.7,100% (Good)
2025-09-25 08:34:33,10.42,1.683,28.7,100% (Good)
2025-09-25 08:34:34,17.24,1.700,25.5,100% (Good)
2025-09-25 08:34:35,9.10,1.709,25.5,100% (Good)
2025-09-25 08:34:36,12.77,1.722,25.5,100% (Good)
2025-09-25 08:34:37,7.17,1.729,25.5,100% (Good)
2025-09-25 08:34:38,17.39,1.746,25.5,100% (Good)
2025-09-25 08:34:39,7.76,1.754,21.7,100% (Good)
2025-09-25 08:34:40,2.57,1.757,21.7,100% (Good)
2025-09-25 08:34:41,9.81,1.767,21.7,100% (Good)
2025-09-25 08:34:42,4.59,1.771,21.7,100% (Good)
2025-09-25 08:34:43,3.57,1.775,21.7,100% (Good)
2025-09-25 08:34:44,1.83,1.777,20.5,100% (Good)
2025-09-25 08:34:45,4.57,1.781,20.5,100% (Good)
2025-09-25 08:34:46,5.62,1.787,20.5,100% (Good)
2025-09-25 08:34:47,18.61,1.805,20.5,100% (Good)
2025-09-25 08:34:48,17.14,1.823,20.5,100% (Good)
2025-09-25 08:34:49,1.19,1.824,23.4,100% (Good)
2025-09-25 08:34:50,11.92,1.836,23.4,100% (Good)
2025-09-25 08:34:51,19.65,1.855,23.4,100% (Good)
2025-09-25 08:34:52,18.71,1.874,23.4,100% (Good)
2025-09-25 08:34:53,19.30,1.893,23.4,100% (Good)
2025-09-25 08:34:54,5.16,1.898,21.1,100% (Good)
2025-09-25 08:34:55,13.11,1.912,21.1,100% (Good)
2025-09-25 08:34:56,15.82,1.927,21.1,100% (Good)
2025-09-25 08:34:57,11.90,1.939,21.1,100% (Good)
2025-09-25 08:34:58,0.69,1.940,21.1,100% (Good)
2025-09-25 08:34:59,0.82,1.941,24.0,100% (Good)
2025-09-25 08:35:00,19.10,1.960,24.0,100% (Good)
2025-09-25 08:35:01,5.35,1.965,24.0,100% (Good)
2025-09-25 08:35:02,0.51,1.966,24.0,100% (Good)
2025-09-25 08:35:03,1.21,1.967,24.0,100% (Good)
2025-09-25 08:35:04,16.11,1.983,22.5,100% (Good)
2025-09-25 08:35:05,5.73,1.989,22.5,100% (Good)
2025-09-25 08:35:06,18.01,2.007,22.5,100% (Good)
2025-09-25 08:35:07,5.78,2.013,22.5,100% (Good)
2025-09-25 08:35:08,5.45,2.018,22.5,100% (Good)
2025-09-25 08:35:09,9.98,2.028,25.5,100% (Good)
2025-09-25 08:35:10,13.63,2.042,25.5,100% (Good)
2025-09-25 08:35:11,13.49,2.055,25.5,100% (Good)
2025-09-25 08:35:12,3.08,2.058,25.5,100% (Good)
2025-09-25 08:35:13,3.52,2.062,25.5,100% (Good)
2025-09-25 08:35:14,5.65,2.067,20.1,100% (Good)
2025-09-25 08:35:15,7.34,2.075,20.1,100% (Good)
2025-09-25 08:35:16,19.31,2.094,20.1,100% (Good)
2025-09-25 08:35:17,4.74,2.099,20.1,100% (Good)
2025-09-25 08:35:18,16.83,2.116,20.1,100% (Good)
2025-09-25 08:35:19,18.92,2.135,30.0,100% (Good)
2025-09-25 08:35:20,12.30,2.147,30.0,100% (Good)
2025-09-25 08:35:21,6.84,2.154,30.0,100% (Good)
2025-09-25 08:35:22,17.19,2.171,30.0,100% (Good)
2025-09-25 08:35:23,9.55,2.180,30.0,100% (Good)
2025-09-25 08:35:24,15.83,2.196,26.9,100% (Good)
2025-09-25 08:35:25,16.56,2.213,26.9,100% (Good)
2025-09-25 08:35:26,7.05,2.220,26.9,100% (Good)
2025-09-25 08:35:27,11.81,2.232,26.9,100% (Good)
2025-09-25 08:35:28,6.16,2.238,26.9,100% (Good)
2025-09-25 08:35:29,10.23,2.248,27.2,100% (Good)
2025-09-25 08:35:30,1.62,2.250,27.2,100% (Good)
2025-09-25 08:35:31,10.36,2.260,27.2,100% (Good)
2025-09-25 08:35:32,19.44,2.279,27.2,100% (Good)
2025-09-25 08:35:33,11.13,2.291,27.2,100% (Good)
2025-09-25 08:35:34,1.83,2.292,24.1,100% (Good)
2025-09-25 08:35:35,16.76,2.309,24.1,100% (Good)
2025-09-25 08:35:36,16.40,2.326,24.1,100% (Good)
2025-09-25 08:35:37,12.31,2.338,24.1,100% (Good)
2025-09-25 08:35:38,4.04,2.342,24.1,100% (Good)
2025-09-25 08:35:39,4.72,2.347,24.6,100% (Good)
2025-09-25 08:35:40,1.40,2.348,24.6,100% (Good)
2025-09-25 08:35:41,1.28,2.349,24.6,100% (Good)
2025-09-25 08:35:42,2.14,2.352,24.6,100% (Good)
2025-09-25 08:35:43,4.82,2.356,24.6,100% (Good)
2025-09-25 08:35:45,8.50,2.365,24.3,100% (Good)
2025-09-25 08:35:46,19.35,2.384,24.3,100% (Good)
2025-09-25 08:35:47,3.05,2.387,24.3,100% (Good)
2025-09-25 08:35:48,12.37,2.400,24.3,100% (Good)
2025-09-25 08:35:49,14.09,2.414,24.3,100% (Good)
2025-09-25 08:35:50,5.15,2.419,23.4,99% (Good)
2025-09-25 08:35:51,14.83,2.434,23.4,99% (Good)
2025-09-25 08:35:52,19.67,2.453,23.4,99% (Good)
2025-09-25 08:35:53,18.19,2.472,23.4,99% (Good)
2025-09-25 08:35:54,19.98,2.492,23.4,99% (Good)
2025-09-25 08:35:55,15.74,2.507,20.5,99% (Good)
2025-09-25 08:35:56,12.19,2.519,20.5,99% (Good)
2025-09-25 08:35:57,13.21,2.533,20.5,99% (Good)
2025-09-25 08:35:58,1.83,2.534,20.5,99% (Good)
2025-09-25 08:35:59,1.03,2.536,20.5,99% (Good)
2025-09-25 08:36:00,10.31,2.546,25.1,99% (Good)
2025-09-25 08:36:01,18.35,2.564,25.1,99% (Good)
2025-09-25 08:36:02,3.55,2.568,25.1,99% (Good)
2025-09-25 08:36:03,7.16,2.575,25.1,99% (Good)
2025-09-25 08:36:04,18.12,2.593,25.1,99% (Good)
2025-09-25 08:36:05,10.91,2.604,28.1,99% (Good)
2025-09-25 08:36:06,17.45,2.621,28.1,99% (Good)
2025-09-25 08:36:07,4.84,2.626,28.1,99% (Good)
2025-09-25 08:36:08,2.61,2.629,28.1,99% (Good)
2025-09-25 08:36:09,12.31,2.641,28.1,99% (Good)
2025-09-25 08:36:10,3.50,2.645,26.0,99% (Good)
2025-09-25 08:36:11,7.02,2.652,26.0,99% (Good)
2025-09-25 08:36:12,16.43,2.668,26.0,99% (Good)
2025-09-25 08:36:13,1.43,2.669,26.0,99% (Good)
2025-09-25 08:36:14,0.90,2.670,26.0,99% (Good)
2025-09-25 08:36:15,11.24,2.682,25.9,99% (Good)
2025-09-25 08:36:16,2.05,2.684,25.9,99% (Good)
2025-09-25 08:36:17,16.86,2.701,25.9,99% (Good)
2025-09-25 08:36:18,9.21,2.710,25.9,99% (Good)
2025-09-25 08:36:19,11.95,2.722,25.9,99% (Good)
2025-09-25 08:36:20,3.98,2.726,25.2,99% (Good)
2025-09-25 08:36:21,9.77,2.735,25.2,99% (Good)
2025-09-25 08:36:22,12.81,2.748,25.2,99% (Good)
2025-09-25 08:36:23,3.70,2.752,25.2,99% (Good)
2025-09-25 08:36:24,15.88,2.768,25.2,99% (Good)
2025-09-25 08:36:25,16.45,2.784,28.1,99% (Good)
2025-09-25 08:36:26,4.20,2.788,28.1,99% (Good)
2025-09-25 08:36:27,1.28,2.790,28.1,99% (Good)
2025-09-25 08:36:28,7.00,2.797,28.1,99% (Good)
2025-09-25 08:36:29,12.28,2.809,28.1,99% (Good)
2025-09-25 08:36:30,15.27,2.824,20.9,99% (Good)
2025-09-25 08:36:31,0.52,2.825,20.9,99% (Good)
2025-09-25 08:36:32,17.17,2.842,20.9,99% (Good)
2025-09-25 08:36:33,6.15,2.848,20.9,99% (Good)
2025-09-25 08:36:34,14.58,2.863,20.9,99% (Good)
2025-09-25 08:36:35,18.55,2.881,28.9,99% (Good)
2025-09-25 08:36:36,17.42,2.899,28.9,99% (Good)
2025-09-25 08:36:37,13.91,2.913,28.9,99% (Good)
2025-09-25 08:36:38,11.36,2.924,28.9,99% (Good)
2025-09-25 08:36:39,19.38,2.943,28.9,99% (Good)
2025-09-25 08:36:40,15.95,2.959,21.3,99% (Good)
2025-09-25 08:36:41,8.72,2.968,21.3,99% (Good)
2025-09-25 08:36:42,5.30,2.973,21.3,99% (Good)
2025-09-25 08:36:43,5.77,2.979,21.3,99% (Good)
2025-09-25 08:36:44,4.66,2.984,21.3,99% (Good)
2025-09-25 08:36:45,18.55,3.002,25.5,99% (Good)
2025-09-25 08:36:46,13.71,3.016,25.5,99% (Good)
2025-09-25 08:36:47,18.00,3.034,25.5,99% (Good)
2025-09-25 08:36:48,3.30,3.037,25.5,99% (Good)
2025-09-25 08:36:49,16.15,3.053,25.5,99% (Good)
2025-09-25 08:36:50,6.07,3.060,22.1,99% (Good)
2025-09-25 08:36:51,3.43,3.063,22.1,99% (Good)
2025-09-25 08:36:52,18.49,3.081,22.1,99% (Good)
2025-09-25 08:36:53,3.29,3.085,22.1,99% (Good)
2025-09-25 08:36:54,15.64,3.100,22.1,99% (Good)
2025-09-25 08:36:55,7.01,3.107,20.0,99% (Good)
2025-09-25 08:36:56,2.09,3.109,20.0,99% (Good)
2025-09-25 08:36:57,8.52,3.118,20.0,99% (Good)
2025-09-25 08:36:58,5.90,3.124,20.0,99% (Good)
2025-09-25 08:36:59,16.03,3.140,20.0,99% (Good)
2025-09-25 08:37:00,10.92,3.151,25.8,99% (Good)
2025-09-25 08:37:01,1.25,3.152,25.8,99% (Good)
2025-09-25 08:37:02,12.92,3.165,25.8,99% (Good)
2025-09-25 08:37:03,11.81,3.177,25.8,99% (Good)
2025-09-25 08:37:04,4.34,3.181,25.8,99% (Good)
2025-09-25 08:37:05,7.23,3.188,25.2,99% (Good)
2025-09-25 08:37:06,3.80,3.192,25.2,99% (Good)
2025-09-25 08:37:07,13.26,3.205,25.2,99% (Good)
2025-09-25 08:37:08,1.54,3.207,25.2,99% (Good)
2025-09-25 08:37:09,15.41,3.222,25.2,99% (Good)
2025-09-25 08:37:10,4.18,3.227,22.3,99% (Good)
2025-09-25 08:37:11,5.13,3.232,22.3,99% (Good)
2025-09-25 08:37:12,2.41,3.234,22.3,99% (Good)
2025-09-25 08:37:13,17.88,3.252,22.3,99% (Good)
2025-09-25 08:37:14,14.26,3.266,22.3,99% (Good)
2025-09-25 08:37:15,16.13,3.282,23.1,99% (Good)
2025-09-25 08:37:16,8.80,3.291,23.1,99% (Good)
2025-09-25 08:37:17,11.91,3.303,23.1,99% (Good)
2025-09-25 08:37:18,13.46,3.317,23.1,99% (Good)
2025-09-25 08:37:19,3.10,3.320,23.1,99% (Good)
2025-09-25 08:37:20,19.29,3.339,23.1,99% (Good)
2025-09-25 08:37:22,15.90,3.355,23.1,99% (Good)
2025-09-25 08:37:23,7.89,3.363,23.1,99% (Good)
2025-09-25 08:37:24,3.49,3.366,23.1,99% (Good)
2025-09-25 08:37:25,5.94,3.372,23.1,99% (Good)
2025-09-25 08:37:26,18.79,3.391,23.5,99% (Good)
2025-09-25 08:37:27,15.37,3.406,23.5,99% (Good)
2025-09-25 08:37:28,2.04,3.408,23.5,99% (Good)
2025-09-25 08:37:29,8.85,3.417,23.5,99% (Good)
2025-09-25 08:37:30,6.41,3.424,23.5,99% (Good)
2025-09-25 08:37:31,14.95,3.439,21.4,99% (Good)
2025-09-25 08:37:32,13.18,3.452,21.4,99% (Good)
2025-09-25 08:37:33,9.85,3.462,21.4,99% (Good)
2025-09-25 08:37:34,9.31,3.471,21.4,99% (Good)
2025-09-25 08:37:35,9.87,3.481,21.4,99% (Good)
2025-09-25 08:37:36,16.95,3.498,27.3,99% (Good)
2025-09-25 08:37:37,16.36,3.514,27.3,99% (Good)
2025-09-25 08:37:38,2.74,3.517,27.3,99% (Good)
2025-09-25 08:37:39,10.81,3.528,27.3,99% (Good)
2025-09-25 08:37:40,11.89,3.540,27.3,99% (Good)
2025-09-25 08:37:41,16.39,3.556,26.7,99% (Good)
2025-09-25 08:37:42,6.21,3.562,26.7,99% (Good)
2025-09-25 08:37:43,15.54,3.578,26.7,99% (Good)
2025-09-25 08:37:44,19.46,3.597,26.7,99% (Good)
2025-09-25 08:37:45,1.49,3.599,26.7,99% (Good)
2025-09-25 08:37:46,9.00,3.608,20.6,99% (Good)
2025-09-25 08:37:47,0.58,3.608,20.6,99% (Good)
2025-09-25 08:37:48,16.85,3.625,20.6,99% (Good)
