Timestamp,Flow (SLPM),Total Flow (NCM),Temperature (°C),Battery
2025-09-26 08:18:23,8.42,0.008,25.0,100% (Good)
2025-09-26 08:18:24,10.39,0.019,25.0,100% (Good)
2025-09-26 08:18:25,7.30,0.026,25.0,100% (Good)
2025-09-26 08:18:26,9.36,0.035,25.0,100% (Good)
2025-09-26 08:18:27,13.44,0.049,25.0,100% (Good)
2025-09-26 08:18:28,19.15,0.068,29.2,100% (Good)
2025-09-26 08:18:29,12.97,0.081,29.2,100% (Good)
2025-09-26 08:18:30,12.20,0.093,29.2,100% (Good)
2025-09-26 08:18:31,3.32,0.097,29.2,100% (Good)
2025-09-26 08:18:32,11.30,0.108,29.2,100% (Good)
2025-09-26 08:18:33,7.73,0.116,26.1,100% (Good)
2025-09-26 08:18:34,7.61,0.123,26.1,100% (Good)
2025-09-26 08:18:35,17.15,0.140,26.1,100% (Good)
2025-09-26 08:18:36,5.08,0.145,26.1,100% (Good)
2025-09-26 08:18:37,15.67,0.161,26.1,100% (Good)
2025-09-26 08:18:38,14.28,0.175,24.1,100% (Good)
2025-09-26 08:18:39,7.68,0.183,24.1,100% (Good)
2025-09-26 08:18:40,12.58,0.196,24.1,100% (Good)
2025-09-26 08:18:41,19.30,0.215,24.1,100% (Good)
2025-09-26 08:18:42,4.03,0.219,24.1,100% (Good)
2025-09-26 08:18:43,9.24,0.228,29.2,100% (Good)
2025-09-26 08:18:44,12.24,0.240,29.2,100% (Good)
2025-09-26 08:18:45,15.64,0.256,29.2,100% (Good)
2025-09-26 08:18:46,0.92,0.257,29.2,100% (Good)
2025-09-26 08:18:47,2.84,0.260,29.2,100% (Good)
2025-09-26 08:18:48,11.15,0.271,23.9,100% (Good)
2025-09-26 08:18:49,14.96,0.286,23.9,100% (Good)
2025-09-26 08:18:50,10.06,0.296,23.9,100% (Good)
2025-09-26 08:18:51,15.23,0.311,23.9,100% (Good)
2025-09-26 08:18:52,19.31,0.331,23.9,100% (Good)
2025-09-26 08:18:53,10.09,0.341,23.4,100% (Good)
2025-09-26 08:18:54,13.45,0.354,23.4,100% (Good)
2025-09-26 08:18:55,17.25,0.371,23.4,100% (Good)
2025-09-26 08:18:56,14.81,0.386,23.4,100% (Good)
2025-09-26 08:18:57,7.25,0.393,23.4,100% (Good)
2025-09-26 08:18:58,3.52,0.397,27.0,100% (Good)
2025-09-26 08:18:59,18.71,0.416,27.0,100% (Good)
2025-09-26 08:19:00,4.01,0.420,27.0,100% (Good)
2025-09-26 08:19:01,8.48,0.428,27.0,100% (Good)
2025-09-26 08:19:02,13.04,0.441,27.0,100% (Good)
2025-09-26 08:19:03,7.80,0.449,26.5,100% (Good)
2025-09-26 08:19:04,15.37,0.464,26.5,100% (Good)
2025-09-26 08:19:05,5.11,0.469,26.5,100% (Good)
2025-09-26 08:19:06,11.24,0.481,26.5,100% (Good)
2025-09-26 08:19:07,19.90,0.501,26.5,100% (Good)
2025-09-26 08:19:08,11.65,0.512,27.2,100% (Good)
2025-09-26 08:19:09,16.93,0.529,27.2,100% (Good)
2025-09-26 08:19:10,14.77,0.544,27.2,100% (Good)
2025-09-26 08:19:11,4.02,0.548,27.2,100% (Good)
2025-09-26 08:19:12,15.92,0.564,27.2,100% (Good)
2025-09-26 08:19:13,19.78,0.584,28.5,100% (Good)
2025-09-26 08:19:14,18.90,0.603,28.5,100% (Good)
2025-09-26 08:19:15,7.58,0.610,28.5,100% (Good)
2025-09-26 08:19:16,9.53,0.620,28.5,100% (Good)
2025-09-26 08:19:17,6.91,0.627,28.5,100% (Good)
2025-09-26 08:19:19,19.70,0.646,28.4,100% (Good)
2025-09-26 08:19:20,17.10,0.663,28.4,100% (Good)
2025-09-26 08:19:21,4.88,0.668,28.4,100% (Good)
2025-09-26 08:19:22,15.15,0.683,28.4,100% (Good)
2025-09-26 08:19:23,9.68,0.693,28.4,100% (Good)
2025-09-26 08:19:24,12.81,0.706,26.0,100% (Good)
2025-09-26 08:19:25,18.59,0.724,26.0,100% (Good)
2025-09-26 08:19:26,2.86,0.727,26.0,100% (Good)
2025-09-26 08:19:27,17.81,0.745,26.0,100% (Good)
2025-09-26 08:19:28,8.54,0.754,26.0,100% (Good)
2025-09-26 08:19:29,18.60,0.772,23.2,100% (Good)
2025-09-26 08:19:30,9.59,0.782,23.2,100% (Good)
2025-09-26 08:19:31,10.57,0.792,23.2,100% (Good)
2025-09-26 08:19:32,2.39,0.795,23.2,100% (Good)
2025-09-26 08:19:33,12.11,0.807,23.2,100% (Good)
2025-09-26 08:19:34,17.22,0.824,22.8,100% (Good)
2025-09-26 08:19:35,19.51,0.844,22.8,100% (Good)
2025-09-26 08:19:36,6.60,0.850,22.8,100% (Good)
2025-09-26 08:19:37,9.82,0.860,22.8,100% (Good)
2025-09-26 08:19:38,13.33,0.873,22.8,100% (Good)
2025-09-26 08:19:39,8.08,0.882,25.6,100% (Good)
2025-09-26 08:19:40,7.80,0.889,25.6,100% (Good)
2025-09-26 08:19:41,6.03,0.895,25.6,100% (Good)
2025-09-26 08:19:42,12.61,0.908,25.6,100% (Good)
2025-09-26 08:19:43,16.99,0.925,25.6,100% (Good)
2025-09-26 08:19:44,1.23,0.926,26.9,100% (Good)
2025-09-26 08:19:45,4.19,0.930,26.9,100% (Good)
2025-09-26 08:19:46,13.35,0.944,26.9,100% (Good)
2025-09-26 08:19:47,9.34,0.953,26.9,100% (Good)
2025-09-26 08:19:48,19.50,0.973,26.9,100% (Good)
2025-09-26 08:19:49,6.96,0.980,26.6,100% (Good)
2025-09-26 08:19:50,11.96,0.991,26.6,100% (Good)
2025-09-26 08:19:51,0.79,0.992,26.6,100% (Good)
2025-09-26 08:19:52,14.67,1.007,26.6,100% (Good)
2025-09-26 08:19:53,12.76,1.020,26.6,100% (Good)
2025-09-26 08:19:54,13.42,1.033,27.5,100% (Good)
2025-09-26 08:19:55,4.33,1.037,27.5,100% (Good)
2025-09-26 08:19:56,18.68,1.056,27.5,100% (Good)
2025-09-26 08:19:57,2.79,1.059,27.5,100% (Good)
2025-09-26 08:19:58,6.78,1.066,27.5,100% (Good)
2025-09-26 08:19:59,2.20,1.068,21.4,100% (Good)
2025-09-26 08:20:00,11.77,1.080,21.4,100% (Good)
2025-09-26 08:20:01,3.28,1.083,21.4,100% (Good)
2025-09-26 08:20:02,6.96,1.090,21.4,100% (Good)
2025-09-26 08:20:03,6.77,1.097,21.4,100% (Good)
2025-09-26 08:20:04,15.48,1.112,28.4,100% (Good)
2025-09-26 08:20:05,3.11,1.115,28.4,100% (Good)
2025-09-26 08:20:06,14.28,1.130,28.4,100% (Good)
2025-09-26 08:20:07,12.42,1.142,28.4,100% (Good)
2025-09-26 08:20:08,9.01,1.151,28.4,100% (Good)
2025-09-26 08:20:09,13.30,1.164,22.1,100% (Good)
2025-09-26 08:20:10,15.89,1.180,22.1,100% (Good)
2025-09-26 08:20:11,14.61,1.195,22.1,100% (Good)
2025-09-26 08:20:12,1.47,1.196,22.1,100% (Good)
2025-09-26 08:20:13,4.23,1.200,22.1,100% (Good)
2025-09-26 08:20:14,17.24,1.218,23.3,100% (Good)
2025-09-26 08:20:15,9.87,1.228,23.3,100% (Good)
2025-09-26 08:20:16,4.95,1.233,23.3,100% (Good)
2025-09-26 08:20:17,5.92,1.238,23.3,100% (Good)
2025-09-26 08:20:18,12.24,1.251,23.3,100% (Good)
2025-09-26 08:20:19,7.79,1.258,28.5,100% (Good)
2025-09-26 08:20:20,10.80,1.269,28.5,100% (Good)
2025-09-26 08:20:21,11.17,1.280,28.5,100% (Good)
2025-09-26 08:20:22,1.25,1.282,28.5,100% (Good)
2025-09-26 08:20:23,0.83,1.283,28.5,100% (Good)
2025-09-26 08:20:24,16.48,1.299,23.6,100% (Good)
2025-09-26 08:20:25,17.31,1.316,23.6,100% (Good)
2025-09-26 08:20:26,3.19,1.320,23.6,100% (Good)
2025-09-26 08:20:27,14.25,1.334,23.6,100% (Good)
2025-09-26 08:20:28,18.07,1.352,23.6,100% (Good)
2025-09-26 08:20:29,18.83,1.371,20.1,100% (Good)
2025-09-26 08:20:30,11.91,1.383,20.1,100% (Good)
2025-09-26 08:20:31,5.11,1.388,20.1,100% (Good)
2025-09-26 08:20:32,19.00,1.407,20.1,100% (Good)
2025-09-26 08:20:33,13.74,1.420,20.1,100% (Good)
2025-09-26 08:20:34,8.77,1.429,24.1,100% (Good)
2025-09-26 08:20:35,3.07,1.432,24.1,100% (Good)
2025-09-26 08:20:36,18.01,1.450,24.1,100% (Good)
2025-09-26 08:20:37,2.94,1.453,24.1,100% (Good)
2025-09-26 08:20:38,8.48,1.462,24.1,100% (Good)
2025-09-26 08:20:39,3.88,1.466,20.5,100% (Good)
2025-09-26 08:20:40,1.27,1.467,20.5,100% (Good)
2025-09-26 08:20:41,11.94,1.479,20.5,100% (Good)
2025-09-26 08:20:42,2.31,1.481,20.5,100% (Good)
2025-09-26 08:20:43,17.06,1.498,20.5,100% (Good)
2025-09-26 08:20:44,5.98,1.504,26.0,100% (Good)
2025-09-26 08:20:45,13.93,1.518,26.0,100% (Good)
2025-09-26 08:20:46,16.34,1.534,26.0,100% (Good)
2025-09-26 08:20:47,4.02,1.538,26.0,100% (Good)
2025-09-26 08:20:48,17.61,1.556,26.0,100% (Good)
2025-09-26 08:20:49,7.04,1.563,23.7,100% (Good)
2025-09-26 08:20:50,17.88,1.581,23.7,100% (Good)
2025-09-26 08:20:51,9.49,1.590,23.7,100% (Good)
2025-09-26 08:20:52,7.51,1.598,23.7,100% (Good)
2025-09-26 08:20:53,9.81,1.608,23.7,100% (Good)
2025-09-26 08:20:55,19.88,1.628,21.7,100% (Good)
2025-09-26 08:20:56,13.14,1.641,21.7,100% (Good)
2025-09-26 08:20:57,19.64,1.660,21.7,100% (Good)
2025-09-26 08:20:58,7.68,1.668,21.7,100% (Good)
2025-09-26 08:20:59,8.87,1.677,21.7,100% (Good)
2025-09-26 08:21:00,12.24,1.689,25.2,100% (Good)
2025-09-26 08:21:01,4.16,1.693,25.2,100% (Good)
2025-09-26 08:21:02,17.45,1.711,25.2,100% (Good)
2025-09-26 08:21:03,16.27,1.727,25.2,100% (Good)
2025-09-26 08:21:04,8.25,1.735,25.2,100% (Good)
2025-09-26 08:21:05,18.00,1.753,20.1,100% (Good)
2025-09-26 08:21:06,17.95,1.771,20.1,100% (Good)
2025-09-26 08:21:07,5.70,1.777,20.1,100% (Good)
2025-09-26 08:21:08,2.40,1.779,20.1,100% (Good)
2025-09-26 08:21:09,1.99,1.781,20.1,100% (Good)
2025-09-26 08:21:10,14.71,1.796,26.7,100% (Good)
2025-09-26 08:21:11,16.37,1.812,26.7,100% (Good)
2025-09-26 08:21:12,6.56,1.819,26.7,100% (Good)
2025-09-26 08:21:13,8.55,1.828,26.7,100% (Good)
2025-09-26 08:21:14,11.25,1.839,26.7,100% (Good)
2025-09-26 08:21:15,10.05,1.849,27.0,100% (Good)
2025-09-26 08:21:16,19.55,1.868,27.0,100% (Good)
2025-09-26 08:21:17,15.73,1.884,27.0,100% (Good)
2025-09-26 08:21:18,14.20,1.898,27.0,100% (Good)
2025-09-26 08:21:19,15.37,1.914,27.0,100% (Good)
2025-09-26 08:21:20,0.60,1.914,25.1,100% (Good)
2025-09-26 08:21:21,8.44,1.923,25.1,100% (Good)
2025-09-26 08:21:22,14.03,1.937,25.1,100% (Good)
2025-09-26 08:21:23,15.32,1.952,25.1,100% (Good)
2025-09-26 08:21:24,5.01,1.957,25.1,100% (Good)
2025-09-26 08:21:25,18.50,1.976,21.2,100% (Good)
2025-09-26 08:21:26,10.89,1.987,21.2,100% (Good)
2025-09-26 08:21:27,8.52,1.995,21.2,100% (Good)
2025-09-26 08:21:28,7.05,2.002,21.2,100% (Good)
2025-09-26 08:21:29,18.25,2.020,21.2,100% (Good)
2025-09-26 08:21:30,10.51,2.031,26.4,100% (Good)
2025-09-26 08:21:31,10.90,2.042,26.4,100% (Good)
2025-09-26 08:21:32,3.57,2.045,26.4,100% (Good)
2025-09-26 08:21:33,8.02,2.053,26.4,100% (Good)
2025-09-26 08:21:34,4.45,2.058,26.4,100% (Good)
2025-09-26 08:21:35,9.58,2.067,26.8,100% (Good)
2025-09-26 08:21:36,12.80,2.080,26.8,100% (Good)
2025-09-26 08:21:37,11.49,2.092,26.8,100% (Good)
2025-09-26 08:21:38,8.88,2.101,26.8,100% (Good)
2025-09-26 08:21:39,11.58,2.112,26.8,100% (Good)
2025-09-26 08:21:40,4.18,2.116,25.0,100% (Good)
2025-09-26 08:21:41,15.25,2.132,25.0,100% (Good)
2025-09-26 08:21:42,2.77,2.134,25.0,100% (Good)
2025-09-26 08:21:43,12.91,2.147,25.0,100% (Good)
2025-09-26 08:21:44,5.36,2.153,25.0,100% (Good)
2025-09-26 08:21:45,11.88,2.164,22.6,100% (Good)
2025-09-26 08:21:46,16.89,2.181,22.6,100% (Good)
2025-09-26 08:21:47,16.95,2.198,22.6,100% (Good)
2025-09-26 08:21:48,6.50,2.205,22.6,100% (Good)
2025-09-26 08:21:49,16.99,2.222,22.6,100% (Good)
2025-09-26 08:21:50,8.59,2.230,25.2,100% (Good)
2025-09-26 08:21:51,1.91,2.232,25.2,100% (Good)
2025-09-26 08:21:52,13.17,2.245,25.2,100% (Good)
2025-09-26 08:21:53,3.95,2.249,25.2,100% (Good)
2025-09-26 08:21:54,1.69,2.251,25.2,100% (Good)
2025-09-26 08:21:55,18.76,2.270,29.6,100% (Good)
2025-09-26 08:21:56,5.13,2.275,29.6,100% (Good)
2025-09-26 08:21:57,1.81,2.277,29.6,100% (Good)
2025-09-26 08:21:58,2.38,2.279,29.6,100% (Good)
2025-09-26 08:21:59,14.36,2.294,29.6,100% (Good)
2025-09-26 08:22:00,13.12,2.307,26.1,100% (Good)
2025-09-26 08:22:01,11.60,2.318,26.1,100% (Good)
2025-09-26 08:22:02,4.79,2.323,26.1,100% (Good)
2025-09-26 08:22:03,14.95,2.338,26.1,100% (Good)
2025-09-26 08:22:04,4.49,2.342,26.1,100% (Good)
2025-09-26 08:22:05,8.53,2.351,25.2,100% (Good)
2025-09-26 08:22:06,10.58,2.362,25.2,100% (Good)
2025-09-26 08:22:07,16.09,2.378,25.2,100% (Good)
2025-09-26 08:22:08,9.62,2.387,25.2,100% (Good)
2025-09-26 08:22:09,13.35,2.401,25.2,100% (Good)
2025-09-26 08:22:10,18.88,2.420,23.7,100% (Good)
2025-09-26 08:22:11,1.20,2.421,23.7,100% (Good)
2025-09-26 08:22:12,6.06,2.427,23.7,100% (Good)
2025-09-26 08:22:13,18.75,2.446,23.7,100% (Good)
2025-09-26 08:22:14,8.68,2.454,23.7,100% (Good)
2025-09-26 08:22:15,10.71,2.465,24.5,100% (Good)
2025-09-26 08:22:16,15.16,2.480,24.5,100% (Good)
2025-09-26 08:22:17,6.80,2.487,24.5,100% (Good)
2025-09-26 08:22:18,1.62,2.489,24.5,100% (Good)
2025-09-26 08:22:19,7.08,2.496,24.5,100% (Good)
2025-09-26 08:22:20,12.77,2.508,29.7,100% (Good)
2025-09-26 08:22:21,14.98,2.523,29.7,100% (Good)
2025-09-26 08:22:22,15.96,2.539,29.7,100% (Good)
2025-09-26 08:22:23,4.07,2.543,29.7,100% (Good)
2025-09-26 08:22:24,0.62,2.544,29.7,100% (Good)
2025-09-26 08:22:25,10.71,2.555,22.6,100% (Good)
2025-09-26 08:22:26,4.88,2.560,22.6,100% (Good)
2025-09-26 08:22:27,3.12,2.563,22.6,100% (Good)
2025-09-26 08:22:28,3.41,2.566,22.6,100% (Good)
2025-09-26 08:22:29,4.44,2.571,22.6,100% (Good)
2025-09-26 08:22:30,10.53,2.581,21.9,100% (Good)
2025-09-26 08:22:31,17.18,2.598,21.9,99% (Good)
2025-09-26 08:22:32,12.44,2.611,21.9,99% (Good)
2025-09-26 08:22:33,18.32,2.629,21.9,99% (Good)
2025-09-26 08:22:34,4.06,2.633,21.9,99% (Good)
2025-09-26 08:22:35,10.42,2.644,22.7,99% (Good)
2025-09-26 08:22:36,6.39,2.650,22.7,99% (Good)
2025-09-26 08:22:37,8.69,2.659,22.7,99% (Good)
2025-09-26 08:22:38,11.98,2.671,22.7,99% (Good)
2025-09-26 08:22:39,3.74,2.674,22.7,99% (Good)
2025-09-26 08:22:40,17.12,2.691,27.1,99% (Good)
2025-09-26 08:22:41,13.82,2.705,27.1,99% (Good)
2025-09-26 08:22:42,1.35,2.707,27.1,99% (Good)
2025-09-26 08:22:44,1.44,2.708,27.1,99% (Good)
2025-09-26 08:22:45,6.07,2.714,27.1,99% (Good)
2025-09-26 08:22:46,4.33,2.718,25.6,99% (Good)
2025-09-26 08:22:47,2.46,2.721,25.6,99% (Good)
2025-09-26 08:22:48,5.69,2.727,25.6,99% (Good)
2025-09-26 08:22:49,5.86,2.732,25.6,99% (Good)
2025-09-26 08:22:50,3.60,2.736,25.6,99% (Good)
2025-09-26 08:22:51,15.85,2.752,27.2,99% (Good)
2025-09-26 08:22:52,12.43,2.764,27.2,99% (Good)
2025-09-26 08:22:53,7.98,2.772,27.2,99% (Good)
2025-09-26 08:22:54,11.87,2.784,27.2,99% (Good)
2025-09-26 08:22:55,18.49,2.803,27.2,99% (Good)
2025-09-26 08:22:56,8.10,2.811,22.7,99% (Good)
2025-09-26 08:22:57,3.31,2.814,22.7,99% (Good)
2025-09-26 08:22:58,12.51,2.827,22.7,99% (Good)
2025-09-26 08:22:59,12.84,2.839,22.7,99% (Good)
2025-09-26 08:23:00,1.73,2.841,22.7,99% (Good)
2025-09-26 08:23:01,14.43,2.856,26.5,99% (Good)
2025-09-26 08:23:02,8.92,2.865,26.5,99% (Good)
2025-09-26 08:23:03,11.72,2.876,26.5,99% (Good)
2025-09-26 08:23:04,14.04,2.890,26.5,99% (Good)
2025-09-26 08:23:05,15.98,2.906,26.5,99% (Good)
2025-09-26 08:23:06,11.86,2.918,23.9,99% (Good)
2025-09-26 08:23:07,10.04,2.928,23.9,99% (Good)
2025-09-26 08:23:08,9.62,2.938,23.9,99% (Good)
2025-09-26 08:23:09,2.15,2.940,23.9,99% (Good)
2025-09-26 08:23:10,3.11,2.943,23.9,99% (Good)
2025-09-26 08:23:11,7.41,2.950,25.1,99% (Good)
2025-09-26 08:23:12,10.15,2.961,25.1,99% (Good)
2025-09-26 08:23:13,4.38,2.965,25.1,99% (Good)
2025-09-26 08:23:14,6.56,2.972,25.1,99% (Good)
2025-09-26 08:23:15,15.54,2.987,25.1,99% (Good)
2025-09-26 08:23:16,9.88,2.997,24.6,99% (Good)
2025-09-26 08:23:17,0.58,2.998,24.6,99% (Good)
2025-09-26 08:23:18,17.01,3.015,24.6,99% (Good)
2025-09-26 08:23:19,4.73,3.019,24.6,99% (Good)
2025-09-26 08:23:20,5.27,3.025,24.6,99% (Good)
2025-09-26 08:23:21,3.21,3.028,26.9,99% (Good)
2025-09-26 08:23:22,10.65,3.038,26.9,99% (Good)
2025-09-26 08:23:23,11.88,3.050,26.9,99% (Good)
2025-09-26 08:23:24,10.75,3.061,26.9,99% (Good)
2025-09-26 08:23:25,19.14,3.080,26.9,99% (Good)
2025-09-26 08:23:26,16.40,3.097,25.9,99% (Good)
2025-09-26 08:23:27,16.01,3.113,25.9,99% (Good)
2025-09-26 08:23:28,19.04,3.132,25.9,99% (Good)
2025-09-26 08:23:29,8.46,3.140,25.9,99% (Good)
2025-09-26 08:23:30,11.49,3.152,25.9,99% (Good)
2025-09-26 08:23:31,4.33,3.156,26.6,99% (Good)
2025-09-26 08:23:32,5.33,3.161,26.6,99% (Good)
2025-09-26 08:23:33,11.84,3.173,26.6,99% (Good)
2025-09-26 08:23:34,9.36,3.182,26.6,99% (Good)
2025-09-26 08:23:35,4.24,3.187,26.6,99% (Good)
2025-09-26 08:23:36,0.70,3.187,29.3,99% (Good)
2025-09-26 08:23:37,8.12,3.195,29.3,99% (Good)
2025-09-26 08:23:38,19.22,3.215,29.3,99% (Good)
2025-09-26 08:23:39,8.07,3.223,29.3,99% (Good)
2025-09-26 08:23:40,5.92,3.229,29.3,99% (Good)
2025-09-26 08:23:41,0.63,3.229,22.7,99% (Good)
2025-09-26 08:23:42,6.74,3.236,22.7,99% (Good)
2025-09-26 08:23:43,16.63,3.253,22.7,99% (Good)
2025-09-26 08:23:44,19.11,3.272,22.7,99% (Good)
2025-09-26 08:23:45,2.44,3.274,22.7,99% (Good)
2025-09-26 08:23:46,8.92,3.283,22.1,99% (Good)
2025-09-26 08:23:47,14.29,3.297,22.1,99% (Good)
2025-09-26 08:23:48,9.03,3.306,22.1,99% (Good)
2025-09-26 08:23:49,4.94,3.311,22.1,99% (Good)
2025-09-26 08:23:50,4.10,3.316,22.1,99% (Good)
2025-09-26 08:23:51,15.54,3.331,22.0,99% (Good)
2025-09-26 08:23:52,9.32,3.340,22.0,99% (Good)
2025-09-26 08:23:53,15.21,3.356,22.0,99% (Good)
2025-09-26 08:23:54,11.24,3.367,22.0,99% (Good)
2025-09-26 08:23:55,15.46,3.382,22.0,99% (Good)
